V1,V2,value
"Stein, Gertrude",Pagany,3
"Stein, Gertrude","Palmer, Frank",2
"Stein, Gertrude","Pandolfi, Vito",2
"Stein, Gertrude","Parsons, Lewis",2
"Stein, Gertrude",Partisan Review,2
"Stein, Gertrude","Patch, Alexander McCarrell",2
"Stein, Gertrude","Patterson, John C.",2
"Stein, Gertrude","Paul, Elliot",7
"Stein, Gertrude","Paul, Camille Haynes",2
"Stein, Gertrude","Paulhan, Jean",2
"Stein, Gertrude","Pavese, Cesare",2
"Stein, Gertrude","Pearn, Pollinger, and Higham, Ltd.",11
"Stein, Gertrude","Pearson, Norman Holmes",2
"Stein, Gertrude","Peck, Gene",2
"Stein, Gertrude","Peckworth, Howard F.",2
"Stein, Gertrude","Pelissière, Nicole de",4
"Stein, Gertrude","Penfold, Harold",2
"Stein, Gertrude","Pernollet, J.",12
"Stein, Gertrude","Perrat, Renée",7
"Stein, Gertrude","Perry, E. A.",9
"Stein, Gertrude",Philosophy Club of Radcliffe College,102
"Stein, Gertrude","Picabia, Francis; Picabia, Olga; Picabia, Gabrielle",34
"Stein, Gertrude","Picasso, Eva Gouël (Marcelle Humbert)",3
"Stein, Gertrude","Picasso, Olga",15
"Stein, Gertrude","Picasso, Pablo",31
"Stein, Gertrude","Picasso, Paul (Paulot)",2
"Stein, Gertrude","Pierlot, Lucy, Baronne",6
"Stein, Gertrude","Pollak, Francis",103
"Stein, Gertrude","Pollak, Inez Cohen",40
"Stein, Gertrude","Pollinger, Lawrence",2
"Stein, Gertrude","Poncet, Luce Antonine",8
"Stein, Gertrude","Pope-Hennessey, James",2
"Stein, Gertrude","Potestat, Berthe; Potestat, Roger",11
"Stein, Gertrude","Potter, Russell",6
"Stein, Gertrude","Poule, Jeanne",2
"Stein, Gertrude","Pound, Ezra",2
"Stein, Gertrude","Poupet, Georges",13
"Stein, Gertrude","Price, Miriam; Price, Joe",9
"Stein, Gertrude","Prokosch, Frederick",2
"Stein, Gertrude","Purrmann, Hans",2
"Stein, Gertrude","Putz, E.; Putz, M. A.; Putz, François",2
"Stein, Gertrude","Putzel, Edward L.",2
"Stein, Gertrude","Queensberry, Cathleen",2
"Stein, Gertrude","Quesnoy, Pierre F.",2
"Stein, Gertrude","Quinn, Kerker",2
"Stein, Gertrude",Radcliffe College,2
"Stein, Gertrude",Radcliffe College Library,2
"Stein, Gertrude","Raffel, Arther",2
"Stein, Gertrude","Raffel, Dan; Raffel, Rose",3
"Stein, Gertrude","Rago, Henry",2
"Stein, Gertrude","Random House, Inc.",2
"Stein, Gertrude","Ranke, Hubert; Ranke, Seppel",6
"Stein, Gertrude","Rascoe, Burton",2
"Stein, Gertrude","Ray, Man",12
"Stein, Gertrude","Reagan, Daniel",2
"Stein, Gertrude",Red Cross,2
"Stein, Gertrude","Reed College [Portland, Oregon]",2
"Stein, Gertrude","Rees, Garnet",3
"Stein, Gertrude","Reeves, Harrison",2
"Stein, Gertrude","Reulos, Pierre; Reulos, Remi",9
"Stein, Gertrude","Revel, Pierre",12
"Stein, Gertrude",La Revue Européenne,2
"Stein, Gertrude","Rey, E.",2
"Stein, Gertrude","Reynand, Lolo",3
"Stein, Gertrude","Rhye, Brian",2
"Stein, Gertrude","Riba-Rovira, Francesco",2
"Stein, Gertrude","Richards, Grant",3
"Stein, Gertrude","Richards, Janet",2
"Stein, Gertrude","Richardson, Stanley",2
"Stein, Gertrude","Richmond, Harvey H.",2
"Stein, Gertrude","Riding, Laura",2
"Stein, Gertrude","Rinehart and Co., Inc.",2
"Stein, Gertrude","Rohan, Princesse Carlos de",2
"Stein, Gertrude","Robeson, Eslanda; Robeson, Paul",2
"Stein, Gertrude","Robinson, Muriel E.",2
"Stein, Gertrude","Roché, H. P. (Henri Pierre)",23
"Stein, Gertrude","Rodker, John",2
"Stein, Gertrude","Rogers, Mildred Weston",12
"Stein, Gertrude","Rogers, W. G.",37
"Stein, Gertrude","Roire, Jean",2
"Stein, Gertrude","Ronnebeck, Arnold",29
"Stein, Gertrude","Ronquillo, Beatriz",2
"Stein, Gertrude","Rood, John",2
"Stein, Gertrude","Rootham, Helen",2
"Stein, Gertrude","Roscher, Don",2
"Stein, Gertrude","Rose, Francis, Sir",22
"Stein, Gertrude","Rose, Frederica",2
"Stein, Gertrude","Rosenberg, Léonce",2
"Stein, Gertrude","Rosenfeld, Paul",2
"Stein, Gertrude","Rosenshine, Albert",5
"Stein, Gertrude","Rosenshine, Annette",2
"Stein, Gertrude","Ross, Cary",6
"Stein, Gertrude","Ross, Marvin C.",2
"Stein, Gertrude","Rosset, Georges",10
"Stein, Gertrude","Rossney, James T.",2
"Stein, Gertrude","Rothenstein, John",2
"Stein, Gertrude","[Rothermann?], William",2
"Stein, Gertrude","Rothman, Philip",2
"Stein, Gertrude","Rothschild, Grace Hecht",2
"Stein, Gertrude","Roullier, Alice",2
"Stein, Gertrude","Roux, Eugene; Roux, Marcel",13
"Stein, Gertrude","Royce, Josiah",2
"Stein, Gertrude","Rubin, Arthur",2
"Stein, Gertrude","Russell, A.",2
"Stein, Gertrude","Russell, Morgan",4
"Stein, Gertrude","Sabartès, Jaime",3
"Stein, Gertrude","Sachy, Maurice",2
"Stein, Gertrude","Sage, Robert",2
"Stein, Gertrude","St. John, Clara Seymour",3
"Stein, Gertrude","Saint-Pierre, Armand; Saint-Pierre, Jean",14
"Stein, Gertrude","Salinger, Sylvia",2
"Stein, Gertrude","Salmon, André",2
"Stein, Gertrude","Salt, Sydney",2
"Stein, Gertrude","Sanborn, Pitts",2
"Stein, Gertrude","Santayana, George",2
"Stein, Gertrude","Saroyan, William",2
"Stein, Gertrude","Satie, Erik",2
"Stein, Gertrude",Saturday Evening Post,2
"Stein, Gertrude",The Saturday Review of Literature,2
"Stein, Gertrude","Sawyer, Julian",12
"Stein, Gertrude","Saÿen, Henry Lyman; Saÿen, Jeannette",2
"Stein, Gertrude","Schaeffer, Emma Van Vechten",2
"Stein, Gertrude","Schenck, Peter",2
"Stein, Gertrude","Schiddel, Edmund",2
"Stein, Gertrude","Schneider, Douglas",2
"Stein, Gertrude","Schwab, Lisa; Schwab, Raymond; Schwab, Taney",5
"Stein, Gertrude","Scott, Anthony",2
"Stein, Gertrude","Scudder, Janet",19
"Stein, Gertrude","Sears, William P., Jr.",6
"Stein, Gertrude","Sedgwick, Ellery",2
"Stein, Gertrude","Seillière, Renée; Seillière, Wendel",15
"Stein, Gertrude","Selby-Bigge, John; Selby-Bigge, Ruth",7
"Stein, Gertrude","Seldes, Gilbert",2
"Stein, Gertrude","Seligman, George",2
"Stein, Gertrude","Sénéchary, Charlotte",2
"Stein, Gertrude","Severance, Frank, Jr.",2
"Stein, Gertrude","Sevareid, Eric",2
"Stein, Gertrude","Severini, Gino",2
"Stein, Gertrude","Sexton, Henry",2
"Stein, Gertrude","Shaw, Marguerite",16
"Stein, Gertrude","Sidebotham, E.",3
"Stein, Gertrude","Sidgwick and Jackson, Ltd.",2
"Stein, Gertrude","Simonson, Lee",14
"Stein, Gertrude","Simpson, Helen; Simpson, Kenneth; Simpson, William Kelly",5
"Stein, Gertrude","Sitwell, Edith",6
"Stein, Gertrude","Sitwell, Georgia",2
"Stein, Gertrude","Sitwell, Osbert, Sir",2
"Stein, Gertrude","Skrimanski, Stefan",2
"Stein, Gertrude","Smith, Logan Pearsall",2
"Stein, Gertrude","Snyder, Margaret Sterling",103
"Stein, Gertrude","Solbert, O. N.",2
"Stein, Gertrude","[Soleing?], A. M.",2
"Stein, Gertrude","Solomons, Leon Mendez",103
"Stein, Gertrude","Squires, Maud Hunt",2
"Stein, Gertrude","Stagg, Hunter",23
"Stein, Gertrude","Stallman, Robert",2
"Stein, Gertrude","State University of New York at Buffalo, Lockwood Memorial Library",2
"Stein, Gertrude","Stearns, Harold E.",2
"Stein, Gertrude","Stein, Allan",29
"Stein, Gertrude","Stein, Daniel Stein, Yvonne",2
"Stein, Gertrude","Stein, Eugénie Auzias [Nina]",2
"Stein, Gertrude","Stein, Fred",2
"Stein, Gertrude","Stein, J. S.",2
"Stein, Gertrude","Stein, Julian S.",2
"Stein, Gertrude","Stein, Julian, Jr.",2
"Stein, Gertrude","Stein, Leo",29
"Stein, Gertrude","Stein, Michael",51
"Stein, Gertrude","Stein, Michael and Sarah [to Leo Stein]",14
"Stein, Gertrude","Stein, Pauline",6
"Stein, Gertrude","Stein, Rose Ellen",25
"Stein, Gertrude","Stein, Sarah [""Sally""]",48
"Stein, Gertrude","Stein, Simon H.",5
"Stein, Gertrude","Steloff, Frances",11
"Stein, Gertrude","Stephens, Cynthia",2
"Stein, Gertrude","Stephens, James",2
"Stein, Gertrude","Sternberg, Sadie Hope",2
"Stein, Gertrude","Sternberger, Bird",2
"Stein, Gertrude","Sterne, Maurice",8
"Stein, Gertrude","Sternemann, Josephine",2
"Stein, Gertrude","Stettheimer, Florine",2
"Stein, Gertrude","Stevenson, Burton",2
"Stein, Gertrude","Steward, Samuel",13
"Stein, Gertrude","Stieglitz, Alfred",21
"Stein, Gertrude","Strachey, Esther",2
"Stein, Gertrude","Stratton, Arthur",2
"Stein, Gertrude","Strauss, Lawrence",26
"Stein, Gertrude","Street, Mary Grace Davis",28
"Stein, Gertrude","Strode, Hudson",2
"Stein, Gertrude","Sutherland, Donald; Sutherland, Gilberte",13
"Stein, Gertrude","Sutton, William A.",2
"Stein, Gertrude","Swainson, Esther; Swainson, Mary",2
"Stein, Gertrude","Sweet, Robert",2
"Stein, Gertrude","Sweetland, M. Doris",2
"Stein, Gertrude","Swinnerton, Frank",2
"Stein, Gertrude","Szold, Bernardine",2
"Stein, Gertrude","Tanner, Allen",5
"Stein, Gertrude","Tavernier, René; Tavernier, Hélène; Tavernier, Genevieve",5
"Stein, Gertrude","Taylor, Davidson",2
"Stein, Gertrude","Taylor, Ellen Alix DuPoy",19
"Stein, Gertrude","Taylor, Louise; Taylor, Red",12
"Stein, Gertrude","Taylor, Prentiss",2
"Stein, Gertrude","Tchelitchew, Choura [Alexandra?]",4
"Stein, Gertrude","Tchelitchew, Pavel",5
"Stein, Gertrude","Tennant, Stephen",2
"Stein, Gertrude","Thibon, A.",13
"Stein, Gertrude",This Quarter,2
"Stein, Gertrude","Thomson, Virgil",23
"Stein, Gertrude","Thorold, Theresa; Thorold, Algar",2
"Stein, Gertrude",Three Mountains Press,2
"Stein, Gertrude","Thursby, Alice",2
"Stein, Gertrude","Titus, Edward W.",2
"Stein, Gertrude","Tonny, Kristians",3
"Stein, Gertrude","Torry, Pauline",2
"Stein, Gertrude","Tourtebatte, G.",2
"Stein, Gertrude","Tozier, Josephine",4
"Stein, Gertrude",Transatlantic Review,2
"Stein, Gertrude",Transition,2
"Stein, Gertrude","Triefenbach, Louis",5
"Stein, Gertrude","Trillat, Ennemond",2
"Stein, Gertrude","Troubridge, Una",2
"Stein, Gertrude","Trumbull, Mr.",2
"Stein, Gertrude","Tschoukine, Serge",2
"Stein, Gertrude","Tyler, Parker",2
"Stein, Gertrude","Tyrrell, Philip",2
"Stein, Gertrude","Ullman, Alice Woods",37
"Stein, Gertrude","Ullman, Eugene P.",13
"Stein, Gertrude","Ullman, George",6
"Stein, Gertrude","[Ullman?], Paul",2
"Stein, Gertrude","Ulrich, Dorothy",2
"Stein, Gertrude","Ulrich, Mabel",9
"Stein, Gertrude",University of Michigan,2
"Stein, Gertrude","Utler, Edward",2
"Stein, Gertrude","Valdes, Theresa de",2
"Stein, Gertrude","Valette, André",4
"Stein, Gertrude","Vallotton, Felix",2
"Stein, Gertrude","[Valuzman?], Carlo",2
"Stein, Gertrude","Vance, Marshall",2
"Stein, Gertrude","Van Doren, Carl",2
"Stein, Gertrude","Van Doren, Irita",2
"Stein, Gertrude","Van Doren, Mark",2
"Stein, Gertrude","Van Vechten, Ann",2
"Stein, Gertrude","Van Vechten, Carl",21
"Stein, Gertrude","Van Vechten, Carl",26
"Stein, Gertrude","Vauban, A.; Vauban, Christine",2
"Stein, Gertrude","Vestal, Donald B.",5
"Stein, Gertrude","Vézelay, Paule",2
"Stein, Gertrude","Vida, Frank J.",2
"Stein, Gertrude","Villard, Léonie",3
"Stein, Gertrude","Vogel, Lucien",2
"Stein, Gertrude",Vogue,2
"Stein, Gertrude","Vollard, Ambroise",28
"Stein, Gertrude","Voorhies, Jean-Jacques Rousseau",2
"Stein, Gertrude",Waldemar George,2
"Stein, Gertrude","Waldberg, E. Irving",2
"Stein, Gertrude","Walsh, Ernest",2
"Stein, Gertrude","Waugh, Alec Waugh, Arthur",2
"Stein, Gertrude","Weber, Max",2
"Stein, Gertrude","Weeks, Edward",2
"Stein, Gertrude","Weeks, Mabel Foote",37
"Stein, Gertrude","Weicker, Lowell",2
"Stein, Gertrude","Weill, Henri",7
"Stein, Gertrude","Wells, H. G.; Wells, Catherine",10
"Stein, Gertrude","Wescott, Glenway",6
"Stein, Gertrude","Wheeler, Monroe",2
"Stein, Gertrude","White, Max",12
"Stein, Gertrude","White, Mr.",2
"Stein, Gertrude","Whitehead, Alfred North; Whitehead, Evelyn",6
"Stein, Gertrude","Whitehead, Eric",2
"Stein, Gertrude","Whitehead, Jessie",17
"Stein, Gertrude","Whitehead, Thomas North",2
"Stein, Gertrude","Whitehead, William",2
"Stein, Gertrude","Whitman, C. O.",2
"Stein, Gertrude","Whitney, Belle Armstrong",2
"Stein, Gertrude","Whittemore, Thomas",38
"Stein, Gertrude","Wicksteed, Paula",2
"Stein, Gertrude","Wilcox, Wendell",2
"Stein, Gertrude","Wilde, Dorothy",7
"Stein, Gertrude","Wilder, Isabel",5
"Stein, Gertrude","Wilder, Thornton",12
"Stein, Gertrude","Willcox, Louise Collier",2
"Stein, Gertrude","Willert, Paul",2
"Stein, Gertrude","William Heinemann, Ltd.",2
"Stein, Gertrude","William R. Scott, Inc.",5
"Stein, Gertrude","Williams, Evelyn M.",2
"Stein, Gertrude","Williams, Marian Walker; Williams, Allen Hamilton",30
"Stein, Gertrude","Williams, Oscar",2
"Stein, Gertrude","Williams, William Carlos",3
"Stein, Gertrude","""Willie""",2
"Stein, Gertrude","Wilmer, Mr.",2
"Stein, Gertrude","Wilson, Edmund",20
"Stein, Gertrude","Wohlwill, Gretchen",2
"Stein, Gertrude","Wood, Flora",2
"Stein, Gertrude","Wood, Myron",9
"Stein, Gertrude","Woodard, Wilkie",2
"Stein, Gertrude","Woods, Alice",2
"Stein, Gertrude","Woolf, Leonard",10
"Stein, Gertrude","Woollcott, Alexander",5
"Stein, Gertrude","Worthington, Marjorie",2
"Stein, Gertrude","Wright, Richard",2
"Stein, Gertrude",The Yale Review,2
"Stein, Gertrude",Yale University Library,9
"Stein, Gertrude",Youska,2
"Stein, Gertrude","Young, Billie",2
"Stein, Gertrude","Young, Mahonri M.",2
"Stein, Gertrude","Zangwill, Israel",2
"Williams, William Carlos",A.D.,2
"Williams, William Carlos","Abbott, C.D.",21
"Williams, William Carlos","Abek, Rudolph",2
"Williams, William Carlos","Abernethy, M. A. (Milton A.)",2
"Williams, William Carlos",Academy of American Poets,3
"Williams, William Carlos",Accent,2
"Williams, William Carlos","Adams, Elaine",2
"Williams, William Carlos","Adams, Léonie",2
"Williams, William Carlos",Adelphi College,2
"Williams, William Carlos","Aiken, Conrad",4
"Williams, William Carlos",Library of Congress,2
"Williams, William Carlos",Alicat Book Shop,2
"Williams, William Carlos","Allen, Donald",4
"Williams, William Carlos",The American Academy of Arts and Letters,10
"Williams, William Carlos",American Civil Liberties Union,2
"Williams, William Carlos",The American Scholar,2
"Williams, William Carlos","Ammons, A. R.",2
"Williams, William Carlos","Anderson, Lee",19
"Williams, William Carlos","Anderson, Margaret",3
"Williams, William Carlos","Andrews, Wayne",2
"Williams, William Carlos","Anduze, Eliza",2
"Williams, William Carlos","Angleton, Jim",2
"Williams, William Carlos","Angoff, Charles",17
"Williams, William Carlos","Antheil, George",2
"Williams, William Carlos",Antioch College,2
"Williams, William Carlos","Appleton-Century-Crofts, inc.",2
"Williams, William Carlos",The Archive,2
"Williams, William Carlos",Arizona Quarterly,2
"Williams, William Carlos","Armstrong, Louise",17
"Williams, William Carlos",Art Digest,2
"Williams, William Carlos","Asch, Nathan",2
"Williams, William Carlos","Ashton, Dore",2
"Williams, William Carlos","Atkinson, Clinton E. (Clinton Edwin)",3
"Williams, William Carlos",The Atlantic Monthly,2
"Williams, William Carlos","Auden, W. H. (Wystan Hugh)",2
"Williams, William Carlos",The Audience Press,2
"Williams, William Carlos",Authors' Guild (U.S.),2
"Williams, William Carlos","Avedon, Richard",2
"Williams, William Carlos","Bacon, Leonard",2
"Williams, William Carlos","Baines, Wilfred",2
"Williams, William Carlos","Baird, Martha",2
"Williams, William Carlos","Purchased on the Eugene O'Neill Fund, June 2003",2
"Williams, William Carlos","Baird, Walter and Martha",29
"Williams, William Carlos","Ballantine Books, Inc.",2
"Williams, William Carlos",Bantam Books (Firm),2
"Williams, William Carlos","Baraka, Imamu Amiri",2
"Williams, William Carlos",Bard College,2
"Williams, William Carlos","Barlow, Margaret",2
"Williams, William Carlos","Barnard, Mary",23
"Williams, William Carlos","Barnes, Djuna",2
"Williams, William Carlos","Barrow, E.",2
"Williams, William Carlos","Baumgartner, Alexander",2
"Williams, William Carlos","Beacon Press, Inc.",2
"Williams, William Carlos","Beaudoin, Kenneth Lawrence",11
"Williams, William Carlos","Beck, Julian",2
"Williams, William Carlos","Becker, Francis G.",2
"Williams, William Carlos","Bell, Aaron",2
"Williams, William Carlos","Bell, Charles",6
"Williams, William Carlos",The Beloit Poetry Journal,6
"Williams, William Carlos","Benardete, M. J. (Mai?r Jose?)",2
"Williams, William Carlos",Bennington College,2
"Williams, William Carlos","Bentley, Eric",29
"Williams, William Carlos","Berg, Steve",2
"Williams, William Carlos","Berrien, Edith Heal",2
"Williams, William Carlos","Beston, Henry",4
"Williams, William Carlos","Beston, Henry and Elizabeth",2
"Williams, William Carlos","Beum, Robert Lawrence",12
"Williams, William Carlos","Bird, William",37
"Williams, William Carlos","Black Mountain College (Black Mountain, N.C.)",2
"Williams, William Carlos","Blackmur, R. P. (Richard P.)",2
"Williams, William Carlos","Bledsoe, Thomas",2
"Williams, William Carlos",Bollingen Foundation,2
"Williams, William Carlos","Bonter, Norman",2
"Williams, William Carlos","Bostelmann, Carl John",24
"Williams, William Carlos","Boultenhouse, Charles",2
"Williams, William Carlos","Boyd, Madeleine Elise Reynier",30
"Williams, William Carlos","Boyle, Kay",32
"Williams, William Carlos","Bracco, Edgar Jean",2
"Williams, William Carlos","Bradley, Sculley",16
"Williams, William Carlos","Braithwaite, William Stanley",2
"Williams, William Carlos",Brandeis University,6
"Williams, William Carlos",Bread Loaf Writers' Conference of Middlebury College,2
"Williams, William Carlos","Breit, Harvey",15
"Williams, William Carlos",British Broadcasting Corporation,2
"Williams, William Carlos","Brittain, Robert",7
"Williams, William Carlos","Brooks, Cleanth",2
"Williams, William Carlos","Brooks, Van Wyck",2
"Williams, William Carlos","Brousseau, Jule",2
"Williams, William Carlos","Brown, Bill",2
"Williams, William Carlos","Brown, Bob",21
"Williams, William Carlos","Writing stored in: Oversize, Box 84, Folder 1613",2
"Williams, William Carlos","Brown, Edmund R.",12
"Williams, William Carlos","Brown, Geoffrey",2
"Williams, William Carlos","Brown, Paul",2
"Williams, William Carlos",Brown University,8
"Williams, William Carlos","Bruce Humphries, Inc.",2
"Williams, William Carlos","Bullitt, William C. (William Christian)",16
"Williams, William Carlos","Bunting, Basil",9
"Williams, William Carlos","Burke, Kenneth",40
"Williams, William Carlos","Burke, Lib",6
"Williams, William Carlos","Bynner, Witter",12
"Williams, William Carlos","Caetani, Marguerite",2
"Williams, William Carlos","Calas, Nicolas",6
"Williams, William Carlos","Caldwell, Erskine",2
"Williams, William Carlos","Campo, Cristina",5
"Williams, William Carlos","Cannell, Skipworth",2
"Williams, William Carlos","Carlin, Lydia",10
"Williams, William Carlos","Carnevali, Emanuel",2
"Williams, William Carlos","Carroll, Donald",2
"Williams, William Carlos","Carter, Thomas Henry",2
"Williams, William Carlos","Carton, Robert Wells",2
"Williams, William Carlos","Carver, Raymond",2
"Williams, William Carlos","Cary, Carl",2
"Williams, William Carlos","Center for Advanced Study in the Behavioral Sciences (Stanford, Calif.)",2
"Williams, William Carlos","Chapin, Katherine Garrison (also Katherine Garrison Biddle)",3
"Williams, William Carlos","Char, René",5
"Williams, William Carlos","Chareau, Dollie",2
"Williams, William Carlos","Chase, Dean",2
"Williams, William Carlos",Chicago Review Press,2
"Williams, William Carlos","Chigounis, Evans",4
"Williams, William Carlos","Ciardi, John",9
"Williams, William Carlos","Ciardi, John",2
"Williams, William Carlos","Purchased on the the Eugene O'Neill Fund, June 2003",2
"Williams, William Carlos",City Lights Pocket Bookshop,2
"Williams, William Carlos",City University of New York. City College,2
"Williams, William Carlos","Clark, Herbert C. (Herbert Colbert)",4
"Williams, William Carlos","Cole, Thomas",15
"Williams, William Carlos",College of Music Society,2
"Williams, William Carlos",College of William and Mary,2
"Williams, William Carlos",The Colorado Review,2
"Williams, William Carlos","Columbia Broadcasting System, inc.",2
"Williams, William Carlos",Columbia Pictures Corporation,2
"Williams, William Carlos",Columbia University,24
"Williams, William Carlos","Combs, Tram",4
"Williams, William Carlos",Committee for Cultural Freedom,2
"Williams, William Carlos",Common Sense,2
"Williams, William Carlos",Contact,3
"Williams, William Carlos",Contempo,2
"Williams, William Carlos",Contemporary Poetry (Firm),6
"Williams, William Carlos","Cookson, William",2
"Williams, William Carlos","Corman, Cid",6
"Williams, William Carlos",Cornell University,5
"Williams, William Carlos",Coronet Magazine,2
"Williams, William Carlos","Corson, Edward",20
"Williams, William Carlos","Cowley, Malcolm",34
"Williams, William Carlos","Creeley, Robert",13
"Williams, William Carlos","Cressman, William",3
"Williams, William Carlos","Cummings, E. E. (Edward Estlin)",21
"Williams, William Carlos",Cummington Press,8
"Williams, William Carlos","Cunard, Nancy",2
"Williams, William Carlos","D'Orge, Jeanne",2
"Williams, William Carlos","Dahlberg, Edward",19
"Williams, William Carlos","Dahlberg, Edward",2
"Williams, William Carlos",The Daily Times Herald,2
"Williams, William Carlos",Dartmouth College,2
"Williams, William Carlos","Davenport, Guy",4
"Williams, William Carlos","Davies, Dorothy",2
"Williams, William Carlos","Dawson, Fielding",2
"Williams, William Carlos","de Hellebranth, Elena",9
"Williams, William Carlos","de Heyman, Frank",2
"Williams, William Carlos","de Marsico, Florence",2
"Williams, William Carlos",December,2
"Williams, William Carlos",Decision,2
"Williams, William Carlos","Deutsch, Babette",24
"Williams, William Carlos","Di Giovanni, Norman Thomas",4
"Williams, William Carlos",The Dial,37
"Williams, William Carlos","Dickey, James",2
"Williams, William Carlos",Dickinson College,2
"Williams, William Carlos","Dillon, George",2
"Williams, William Carlos","Dixon, Bill",11
"Williams, William Carlos","Donoghue, Denis",5
"Williams, William Carlos",H. D. (Hilda Doolittle),3
"Williams, William Carlos","Dorfman, Elsa",2
"Williams, William Carlos","Dosser, Nelia",1
"Williams, William Carlos","Doubleday and Company, inc.",2
"Williams, William Carlos","Downtown Gallery (New York, N.Y.)",23
"Williams, William Carlos",The Dragon Press,2
"Williams, William Carlos","Drake, William, Jr.",2
"Williams, William Carlos","Drew, Fraser Bragg",2
"Williams, William Carlos","Dudek, Louis",9
"Williams, William Carlos","Duell, Sloan and Pearce, Inc",2
"Williams, William Carlos","Duner, Michael",15
"Williams, William Carlos","Dunstan, Nerèe",2
"Williams, William Carlos","Dutton, E. P.",2
"Williams, William Carlos",Dynamo,2
"Williams, William Carlos","Earle, Eyvind",2
"Williams, William Carlos","Eaton, Charles Edward",4
"Williams, William Carlos","Eberhart, Richard",23
"Williams, William Carlos",Editions,2
"Williams, William Carlos",Editions d'Art Lucien Mazenod,2
"Williams, William Carlos","Ehrenburg, Ilya",2
"Williams, William Carlos","Emerson, Richard W.",5
"Williams, William Carlos","Second folder purchased on the Sinclair Lewis Fund, December 1988",2
"Williams, William Carlos","Emmerich, André",3
"Williams, William Carlos","Empringham, Douglas R.",2
"Williams, William Carlos","Eshleman, Clayton",2
"Williams, William Carlos",The Evening Bulletin,2
"Williams, William Carlos",Facet,2
"Williams, William Carlos",Fairleigh Dickinson University,3
"Williams, William Carlos","Faulkner, William",2
"Williams, William Carlos","Fenwick, Betty",2
"Williams, William Carlos","Ferdinand, Earle",2
"Williams, William Carlos","Stored in: Oversize, Box 84, Folder 1614",2
"Williams, William Carlos","Ferlinghetti, Lawrence",8
"Williams, William Carlos","Festival Foundation, Inc.",2
"Williams, William Carlos","Fjelde, Rolf",5
"Williams, William Carlos","Flack, M.",6
"Williams, William Carlos","Flores, Angel",2
"Williams, William Carlos",Focus,2
"Williams, William Carlos",The Folio,6
"Williams, William Carlos","Ford, Charles Henri",14
"Williams, William Carlos","Portion of the letters donated by Henri Ford, January 1952",2
"Williams, William Carlos","Ford, Ford Madox",8
"Williams, William Carlos",Ford Foundation,2
"Williams, William Carlos","Foster, Harvey N.",2
"Williams, William Carlos",Four Seas Company,36
"Williams, William Carlos","Francis, Thomas Edward",2
"Williams, William Carlos","Frankenberger, Loren and Lloyd",11
"Williams, William Carlos",Freedom House Bookshelf Committee,2
"Williams, William Carlos","Friar, Kimon",12
"Williams, William Carlos","Fuller, Robert H.",2
"Williams, William Carlos",Furioso,2
"Williams, William Carlos",G. P. Putnam's Sons,2
"Williams, William Carlos",Gale,2
"Williams, William Carlos","Garrigue, Jean",5
"Williams, William Carlos","Garvin, Harry Raphael",3
"Williams, William Carlos",General Magazines,2
"Williams, William Carlos","Ghiselin, Brewster",10
"Williams, William Carlos",Gibbs and Cox,2
"Williams, William Carlos","Ginsberg, Allen",14
"Williams, William Carlos","Ginsberg, Louis",22
"Williams, William Carlos","Ginsburg, B. M.",2
"Williams, William Carlos",Globe,2
"Williams, William Carlos","Godden, William",2
"Williams, William Carlos","Gold, Mike",2
"Williams, William Carlos","Goldberg, Mimi",6
"Williams, William Carlos","Golightly, Bonnie",5
"Williams, William Carlos","Goll, Ivan",13
"Williams, William Carlos",Gotham Book Mart,2
"Williams, William Carlos","Gotham House, Inc.",2
"Williams, William Carlos","Gould, Joe",25
"Williams, William Carlos","Grady, James",2
"Williams, William Carlos","Gratwick, Harriet",14
"Williams, William Carlos",The Grecourt Review,2
"Williams, William Carlos","Gregory, Horace",18
"Williams, William Carlos","Grove Press, Inc.",2
"Williams, William Carlos","Grundy, J. Owen",2
"Williams, William Carlos","Guenther, Charles",3
"Williams, William Carlos",John Simon Guggenheim Memorial Foundation,2
"Williams, William Carlos","Gugler, Eric",2
"Williams, William Carlos","Gulesian, Frances",2
"Williams, William Carlos",H. D.,2
"Williams, William Carlos","H. D. (Hilda Doolittle), Box 5, Folder 173",2
"Williams, William Carlos","Hagglund, Ben C.",2
"Williams, William Carlos",The Haitian Art Center,2
"Williams, William Carlos","Hallmark Cards, Inc.",2
"Williams, William Carlos","Hanna, Charles",2
"Williams, William Carlos","Hanson, Kenneth",2
"Williams, William Carlos",Harcourt Brace & Company,2
"Williams, William Carlos",Harper's Bazaar,10
"Williams, William Carlos",Harper's Magazine,2
"Williams, William Carlos",Harriss & Givens,2
"Williams, William Carlos","Harris, Ted",2
"Williams, William Carlos","Hart, Lawrence",2
"Williams, William Carlos","Hartley, Marsden",10
"Williams, William Carlos","Hartman, Ralph D.",2
"Williams, William Carlos",Harvard Medical School,2
"Williams, William Carlos",Harvard University,22
"Williams, William Carlos",Haverford College. Library,2
"Williams, William Carlos","Hays, H. R. (Hoffman Reynolds)",18
"Williams, William Carlos","Heal, Edith",2
"Williams, William Carlos","Hecht, Roger",2
"Williams, William Carlos","Hedley, Leslie Woolf",2
"Williams, William Carlos","Heiby, Walter A.",2
"Williams, William Carlos","Heilman, Robert",15
"Williams, William Carlos","Helget, Sophia",2
